
code	|	name	|	preferred name	|	taxid
2	|	Chlamydophila caviae GPIC	|	Chlamydia caviae GPIC	|	227941
2	|	Chlamydophila felis Fe/C-56	|	Chlamydia felis Fe/C-56	|	264202
1	|	Chloracidobacterium thermophilum B	|	 	|	981222
1	|	Chlorobaculum parvum NCIB 8327	|	 	|	517417
1	|	Chlorobium chlorochromatii CaD3	|	 	|	340177
1	|	Chlorobium limicola DSM 245	|	 	|	290315
1	|	Chlorobium phaeobacteroides BS1	|	 	|	331678
1	|	Chlorobium phaeobacteroides DSM 266	|	 	|	290317
1	|	Chlorobium phaeovibrioides DSM 265	|	 	|	290318
1	|	Chloroflexus aggregans DSM 9485	|	 	|	326427
1	|	Chloroflexus aurantiacus J-10-fl	|	 	|	324602
1	|	Chloroflexus sp. Y-400-fl	|	Chloroflexus aurantiacus Y-400-fl	|	480224
1	|	Chloroherpeton thalassium ATCC 35110	|	 	|	517418
1	|	Choloepus hoffmanni	|	 	|	9358
1	|	Chromobacterium violaceum ATCC 12472	|	 	|	243365
1	|	Chromohalobacter salexigens DSM 3043	|	 	|	290398
1	|	Chroococcidiopsis thermalis PCC 7203	|	 	|	251229
1	|	Chrysemys picta bellii	|	 	|	8478
1	|	Chryseobacterium sp. StRB126	|	 	|	878220
1	|	Chthonomonas calidirosea T49	|	 	|	1303518
1	|	Ciona intestinalis	|	 	|	7719
1	|	Citrobacter freundii CFNIH1	|	 	|	1333848
1	|	Citrobacter koseri ATCC BAA-895	|	 	|	290338
1	|	Citrobacter rodentium ICC168	|	 	|	637910
1	|	Cladonia macilenta KoLRI003786	|	 	|	1353983
1	|	Cladonia metacorallifera KoLRI002260	|	 	|	1400770
1	|	Cladophialophora bantiana CBS 173.52	|	 	|	1442370
1	|	Cladophialophora carrionii CBS 160.54	|	 	|	1279043
3	|	Cladophialophora immunda CBS 83496	|	 	|	 
1	|	Cladosporium sphaerospermum UM 843	|	 	|	1151026
3	|	Clavibacter michiganensis subsp. insidiosus R1-1	|	 	|	 
1	|	Clavibacter michiganensis subsp. michiganensis NCPPB 382	|	 	|	443906
1	|	Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	|	 	|	1097677
3	|	Clavibacter michiganensis subsp. sepedonicus ATCC33113	|	 	|	 
1	|	Clavispora lusitaniae ATCC 42720	|	 	|	306902
1	|	Clostridium acetobutylicum ATCC 824	|	 	|	272562
1	|	Clostridium acetobutylicum DSM 1731	|	 	|	991791
1	|	Clostridium acetobutylicum EA 2018	|	 	|	863638
1	|	Clostridium autoethanogenum DSM 10061	|	 	|	1341692
1	|	Clostridium baratii str. Sullivan	|	 	|	1415775
3	|	Clostridium beijerinckii 59B	|	 	|	 
3	|	Clostridium beijerinckii ATCC 35702 SA-1	|	 	|	 
1	|	Clostridium beijerinckii NCIMB 8052	|	 	|	290402
3	|	Clostridium botulinum 111	|	 	|	 
1	|	Clostridium botulinum 202F	|	 	|	1415774
1	|	Clostridium botulinum A2 str. Kyoto	|	 	|	536232
1	|	Clostridium botulinum A3 str. Loch Maree	|	 	|	498214
1	|	Clostridium botulinum A str. ATCC 19397	|	 	|	441770
1	|	Clostridium botulinum A str. ATCC 3502	|	 	|	413999
1	|	Clostridium botulinum A str. Hall	|	 	|	441771
1	|	Clostridium botulinum B1 str. Okra	|	 	|	498213
1	|	Clostridium botulinum BKT015925	|	 	|	929506
1	|	Clostridium botulinum B str. Eklund 17B NRP	|	Clostridium botulinum B str. Eklund 17B (NRP)	|	935198
1	|	Clostridium botulinum Ba4 str. 657	|	 	|	515621
3	|	Clostridium botulinum CDC 1436	|	 	|	 
3	|	Clostridium botulinum CDC 297	|	 	|	 
1	|	Clostridium botulinum E3 str. Alaska E43	|	 	|	508767
1	|	Clostridium botulinum F str. 230613	|	 	|	758678
1	|	Clostridium botulinum F str. Langeland	|	 	|	441772
1	|	Clostridium botulinum H04402 065	|	 	|	941968
3	|	Clostridium botulinum NCTC 8266	|	 	|	 
3	|	Clostridium botulinum NCTC 8550	|	 	|	 
3	|	Clostridium botulinum Prevot 594	|	 	|	 
3	|	Clostridium cellulolyticum H10 ATCC 35319	|	 	|	 
1	|	Clostridium cellulosi	|	[Clostridium] cellulosi	|	29343
1	|	Clostridium cellulovorans 743B	|	 	|	573061
1	|	Clostridium cf. saccharolyticum K10	|	[Clostridium] cf. saccharolyticum K10	|	717608
1	|	Clostridium clariflavum DSM 19732	|	Acetivibrio clariflavus DSM 19732	|	720554
1	|	Clostridium kluyveri DSM 555	|	 	|	431943
1	|	Clostridium kluyveri NBRC 12016	|	 	|	583346
1	|	Clostridium ljungdahlii DSM 13528	|	 	|	748727
1	|	Clostridium novyi NT	|	 	|	386415
1	|	Clostridium pasteurianum BC1	|	 	|	86416
1	|	Clostridium pasteurianum DSM 525 ATCC 6013	|	Clostridium pasteurianum DSM 525 = ATCC 6013	|	1262449
1	|	Clostridium perfringens ATCC 13124	|	 	|	195103
1	|	Clostridium perfringens str. 13	|	 	|	195102
1	|	Clostridium saccharobutylicum DSM 13864	|	 	|	1345695
1	|	Clostridium saccharolyticum WM1	|	[Clostridium] saccharolyticum WM1	|	610130
3	|	Clostridium saccharoperbutylacetonicum N1-4HMT	|	 	|	 
3	|	Clostridium scatologenes ATCC 25775	|	 	|	 
3	|	Clostridium sordellii ATCC9714	|	 	|	 
3	|	Clostridium sordellii JGS6382	|	 	|	 
1	|	Clostridium sp. BNL1100	|	 	|	755731
1	|	Clostridium sp. SY8519	|	 	|	1042156
3	|	Clostridium sporogenes NCIMB 10696	|	 	|	 
2	|	Clostridium stercorarium subsp. stercorarium DSM 8532	|	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	|	1121335
2	|	Clostridium sticklandii DSM 519	|	Acetoanaerobium sticklandii DSM 519	|	499177
1	|	Clostridium tetani 12124569	|	 	|	1231072
3	|	Clostridium tetani E88 Massachusetts substr. E88	|	 	|	 
1	|	Coccidioides immitis H538.4	|	 	|	396776
1	|	Coccidioides immitis RMSCC 2394	|	 	|	404692
1	|	Coccidioides immitis RMSCC 3703	|	 	|	454286
1	|	Coccidioides immitis RS	|	 	|	246410
1	|	Coccidioides posadasii C735 delta SOWgp	|	 	|	222929
1	|	Coccidioides posadasii CPA 0001	|	 	|	469472
1	|	Coccidioides posadasii CPA 0020	|	 	|	490068
1	|	Coccidioides posadasii CPA 0066	|	 	|	490069
1	|	Coccidioides posadasii RMSCC 1037	|	 	|	490065
1	|	Coccidioides posadasii RMSCC 1038	|	 	|	490066
1	|	Coccidioides posadasii RMSCC 2133	|	 	|	469470
1	|	Coccidioides posadasii RMSCC 3488	|	 	|	454284
1	|	Coccidioides posadasii RMSCC 3700	|	 	|	469471
1	|	Coccidioides posadasii str. Silveira	|	 	|	443226
1	|	Colletotrichum graminicola M1.001	|	 	|	645133
1	|	Colletotrichum orbiculare MAFF 240422	|	 	|	1213857
3	|	Collimonas arenae Cal35	|	 	|	 
1	|	Collimonas fungivorans Ter331	|	 	|	1005048
3	|	Colwellia psychrerythraea 34H BAA-681	|	 	|	 
1	|	Comamonadaceae bacterium A1	|	Serpentinomonas raichei	|	1458425
1	|	Comamonadaceae bacterium B1	|	Serpentinomonas mccroryi	|	1458426
3	|	Comamonas testosteroni CNB-2 CNB-1 substr. CNB-2	|	 	|	 
1	|	Comamonas testosteroni TK102	|	 	|	1392005
1	|	Conexibacter woesei DSM 14684	|	 	|	469383
1	|	Coniophora puteana RWD-64-598 SS2	|	 	|	741705
1	|	Coprococcus catus GD/7	|	 	|	717962
1	|	Coprococcus sp. ART55/1	|	 	|	751585
1	|	Coprothermobacter proteolyticus DSM 5265	|	 	|	309798
1	|	Coraliomargarita akajimensis DSM 45221	|	 	|	583355
1	|	Corallococcus coralloides DSM 2259	|	 	|	1144275
1	|	Cordyceps militaris CM01	|	 	|	983644
1	|	Coriobacteriaceae bacterium 68-1-3	|	Berryella intestinalis	|	1531429
1	|	Coriobacterium glomerans PW2	|	 	|	700015
1	|	Corynebacterium argentoratense DSM 44202	|	 	|	1348662
3	|	Corynebacterium atypicum R2070	|	 	|	 
1	|	Corynebacterium aurimucosum ATCC 700975	|	 	|	548476
1	|	Corynebacterium callunae DSM 20147	|	 	|	1121353
3	|	Corynebacterium camporealensis DSM 44610	|	 	|	 
1	|	Corynebacterium casei LMG S-19264	|	 	|	1285583
1	|	Corynebacterium diphtheriae 241	|	 	|	698966
1	|	Corynebacterium diphtheriae 31A	|	 	|	698962
1	|	Corynebacterium diphtheriae BH8	|	 	|	698973
1	|	Corynebacterium diphtheriae C7 beta	|	Corynebacterium diphtheriae C7 (beta)	|	698963
1	|	Corynebacterium diphtheriae CDCE 8392	|	 	|	698965
1	|	Corynebacterium diphtheriae HC01	|	 	|	698967
1	|	Corynebacterium diphtheriae HC02	|	 	|	698968
1	|	Corynebacterium diphtheriae HC03	|	 	|	698969
1	|	Corynebacterium diphtheriae HC04	|	 	|	698970
1	|	Corynebacterium diphtheriae INCA 402	|	 	|	698972
1	|	Corynebacterium diphtheriae PW8	|	 	|	698964
1	|	Corynebacterium diphtheriae VA01	|	 	|	698971
1	|	Corynebacterium doosanense CAU 212 DSM 45436	|	Corynebacterium doosanense CAU 212 = DSM 45436	|	558173
1	|	Corynebacterium efficiens YS-314	|	 	|	196164
3	|	Corynebacterium falsenii DSM 44353 BL 8171	|	 	|	 
3	|	Corynebacterium glutamicum AR1	|	 	|	 
1	|	Corynebacterium glutamicum ATCC 13032	|	 	|	196627
3	|	Corynebacterium glutamicum ATCC 21831	|	 	|	 
3	|	Corynebacterium glutamicum B253	|	 	|	 
3	|	Corynebacterium glutamicum K051 ATCC 13032 substr. K051	|	 	|	 
1	|	Corynebacterium glutamicum MB001	|	 	|	1310161
1	|	Corynebacterium glutamicum R	|	 	|	340322
1	|	Corynebacterium glutamicum SCgG1	|	 	|	1232381
1	|	Corynebacterium glutamicum SCgG2	|	 	|	1232383
1	|	Corynebacterium glyciniphilum AJ 3170	|	 	|	1404245
1	|	Corynebacterium halotolerans YIM 70093 DSM 44683	|	Corynebacterium halotolerans YIM 70093 = DSM 44683	|	1121362
1	|	Corynebacterium humireducens NBRC 106098 DSM 45392	|	Corynebacterium humireducens NBRC 106098 = DSM 45392	|	1223515
3	|	Corynebacterium imitans DSM 44264	|	 	|	 
1	|	Corynebacterium jeikeium K411	|	 	|	306537
1	|	Corynebacterium kroppenstedtii DSM 44385	|	 	|	645127
3	|	Corynebacterium kutscheri DSM 20755	|	 	|	 
1	|	Corynebacterium marinum DSM 44953	|	 	|	1224162
1	|	Corynebacterium maris DSM 45190	|	 	|	1224163
1	|	Corynebacterium pseudotuberculosis 1/06-A	|	 	|	1087454
1	|	Corynebacterium pseudotuberculosis 1002	|	 	|	679896
3	|	Corynebacterium pseudotuberculosis 226	|	 	|	 
1	|	Corynebacterium pseudotuberculosis 258	|	 	|	1168865
1	|	Corynebacterium pseudotuberculosis 267	|	 	|	1089446
1	|	Corynebacterium pseudotuberculosis 3/99-5	|	 	|	1087452
1	|	Corynebacterium pseudotuberculosis 316	|	 	|	1074485
1	|	Corynebacterium pseudotuberculosis 31	|	 	|	1087451
1	|	Corynebacterium pseudotuberculosis 42/02-A	|	 	|	1087453
3	|	Corynebacterium pseudotuberculosis 48252	|	 	|	 
1	|	Corynebacterium pseudotuberculosis C231	|	 	|	681645
1	|	Corynebacterium pseudotuberculosis CIP 52.97	|	 	|	935697
3	|	Corynebacterium pseudotuberculosis CS 10	|	 	|	 
1	|	Corynebacterium pseudotuberculosis Cp162	|	 	|	1161911
1	|	Corynebacterium pseudotuberculosis FRC41	|	 	|	765874
3	|	Corynebacterium pseudotuberculosis Ft 2193/67	|	 	|	 
1	|	Corynebacterium pseudotuberculosis I19	|	 	|	889513
1	|	Corynebacterium pseudotuberculosis P54B96	|	 	|	1117942
1	|	Corynebacterium pseudotuberculosis PAT10	|	 	|	935298
3	|	Corynebacterium pseudotuberculosis VD57	|	 	|	 
1	|	Corynebacterium resistens DSM 45100	|	 	|	662755
3	|	Corynebacterium singulare IBS B52218	|	 	|	 
1	|	Corynebacterium sp. ATCC 6931	|	 	|	1487956
1	|	Corynebacterium terpenotabidum Y-11	|	 	|	1200352
1	|	Corynebacterium ulcerans 0102	|	 	|	996634
3	|	Corynebacterium ulcerans 05146	|	 	|	 
3	|	Corynebacterium ulcerans 131002	|	 	|	 
3	|	Corynebacterium ulcerans 210931	|	 	|	 
3	|	Corynebacterium ulcerans 210932	|	 	|	 
1	|	Corynebacterium ulcerans 809	|	 	|	945711
1	|	Corynebacterium ulcerans BR-AD22	|	 	|	945712
1	|	Corynebacterium ulcerans FRC11	|	 	|	1006579
1	|	Corynebacterium urealyticum DSM 7109	|	 	|	504474
1	|	Corynebacterium urealyticum DSM 7111	|	 	|	1267754
3	|	Corynebacterium ureicelerivorans IMMIB RIV-2301	|	 	|	 
1	|	Corynebacterium variabile DSM 44702	|	 	|	858619
1	|	Corynebacterium vitaeruminis DSM 20294	|	 	|	1224164
3	|	Coxiella burnetii Cb175 Guyana	|	 	|	 
3	|	Coxiella burnetii CbuG Q212	|	 	|	 
3	|	Coxiella burnetii CbuK Q154	|	 	|	 
1	|	Coxiella burnetii Dugway 5J108-111	|	 	|	434922
1	|	Coxiella burnetii RSA 331	|	 	|	360115
1	|	Coxiella burnetii RSA 493	|	 	|	227377
1	|	Coxiella burnetii Z3055	|	 	|	1293501
1	|	Coxiella burnetii str. Namibia	|	 	|	1321945
1	|	Coxiella endosymbiont of Amblyomma americanum	|	 	|	325775
3	|	Cricetulus griseus cell line CHO-K1	|	 	|	 
1	|	Crinalium epipsammum PCC 9333	|	 	|	1173022
1	|	Croceibacter atlanticus HTCC2559	|	 	|	216432
1	|	Cronartium comandrae C4	|	 	|	1301515
1	|	Cronartium quercuum f. sp. banksianae CqE3WM	|	 	|	1301520
1	|	Cronartium ribicola 11-2	|	 	|	1301521
1	|	Cronobacter sakazakii ATCC BAA-894	|	 	|	290339
3	|	Cronobacter sakazakii CMCC 45402 CMCC45402	|	 	|	 
1	|	Cronobacter sakazakii ES15	|	 	|	1138308
3	|	Cronobacter sakazakii SP291 Sp291	|	 	|	 
1	|	Cronobacter turicensis z3032	|	 	|	693216
1	|	Cryptobacterium curtum DSM 15641	|	 	|	469378
1	|	Cryptococcus bestiolae CBS 10118	|	Kwoniella bestiolae CBS 10118	|	1296100
1	|	Cryptococcus dejecticola CBS 10117	|	Kwoniella dejecticola CBS 10117	|	1296121
1	|	Cryptococcus gattii 2001/935-1	|	Cryptococcus gattii VGII 2001/935-1	|	1334442
1	|	Cryptococcus gattii 99/473	|	Cryptococcus gattii VGII 99/473	|	1296104
1	|	Cryptococcus gattii CA1014	|	Cryptococcus gattii VGII CA1014	|	1296107
1	|	Cryptococcus gattii CA1280	|	 	|	1296109
1	|	Cryptococcus gattii CA1873	|	 	|	1296111
1	|	Cryptococcus gattii CBS 10090	|	Cryptococcus gattii VGII CBS 10090	|	1296101
1	|	Cryptococcus gattii CBS 7750	|	Cryptococcus gattii VGII CBS 7750	|	1385412
1	|	Cryptococcus gattii E566	|	 	|	1296102
1	|	Cryptococcus gattii EJB2	|	 	|	1296103
1	|	Cryptococcus gattii IND107	|	Cryptococcus gattii VGIV IND107	|	1296105
1	|	Cryptococcus gattii LA55	|	Cryptococcus gattii VGII LA55	|	1296106
1	|	Cryptococcus gattii MMRL2647	|	Cryptococcus gattii VGII MMRL2647	|	1296117
1	|	Cryptococcus gattii NT-10	|	 	|	1296108
1	|	Cryptococcus gattii R265	|	Cryptococcus gattii VGII R265	|	294750
1	|	Cryptococcus gattii Ram5	|	Cryptococcus gattii VGII Ram5	|	1296110
1	|	Cryptococcus gattii Ru294	|	 	|	1296112
1	|	Cryptococcus gattii WM276	|	 	|	367775
1	|	Cryptococcus neoformans var. grubii H99	|	 	|	235443
1	|	Cryptococcus neoformans var. neoformans B-3501A	|	 	|	283643
1	|	Cryptococcus neoformans var. neoformans JEC21	|	 	|	214684
1	|	Cryptococcus pinus CBS 10737	|	Kwoniella pini CBS 10737	|	1296096
3	|	Cupriavidus basilensis 4G11	|	 	|	 
1	|	Cupriavidus metallidurans CH34	|	 	|	266264
1	|	Cupriavidus necator N-1	|	 	|	1042878
3	|	Cupriavidus taiwanensis LMG 19424 LMG19424	|	 	|	 
1	|	Curvularia lunata CX-3	|	 	|	1263492
1	|	Cyanobacterium aponinum PCC 10605	|	 	|	755178
1	|	Cyanobacterium stanieri PCC 7202	|	 	|	292563
1	|	Cyanobium gracile PCC 6307	|	 	|	292564
1	|	Cyanothece sp. ATCC 51142	|	Crocosphaera subtropica ATCC 51142	|	43989
1	|	Cyanothece sp. PCC 7424	|	Gloeothece citriformis PCC 7424	|	65393
1	|	Cyanothece sp. PCC 7425	|	 	|	395961
1	|	Cyanothece sp. PCC 7822	|	Gloeothece verrucosa PCC 7822	|	497965
2	|	Cyanothece sp. PCC 8801	|	Rippkaea orientalis PCC 8801	|	41431
2	|	Cyanothece sp. PCC 8802	|	Rippkaea orientalis PCC 8802	|	395962
3	|	Cyberlindnera jadinii NBRC 0988 NBRC0988	|	 	|	 
1	|	Cyclobacterium marinum DSM 745	|	 	|	880070
3	|	Cycloclasticus sp. P1 MCCC 1A01040	|	 	|	 
1	|	Cycloclasticus zancles 7-ME	|	Cycloclasticus zancles 78-ME	|	1198232
1	|	Cylindrobasidium torrendii FP15055 ss-10	|	 	|	1314674
1	|	Cylindrospermum stagnale PCC 7417	|	 	|	56107
1	|	Cyphellophora europaea CBS 101466	|	 	|	1220924
1	|	Cytophaga hutchinsonii ATCC 33406	|	 	|	269798
1	|	Dactylellina haptotyla CBS 200.50	|	 	|	1284197
1	|	Dactylococcopsis salina PCC 8305	|	 	|	13035
1	|	Danio rerio	|	 	|	7955
1	|	Dasypus novemcinctus	|	 	|	9361
1	|	Debaryomyces hansenii CBS767	|	 	|	284592
1	|	Dechloromonas aromatica RCB	|	 	|	159087
1	|	Deferribacter desulfuricans SSM1	|	 	|	639282
1	|	Defluviitoga tunisiensis	|	 	|	1006576
3	|	Dehalobacter restrictus DSM 9455 PER-K23	|	 	|	 
1	|	Dehalobacter sp. CF	|	 	|	1131462
1	|	Dehalobacter sp. DCA	|	 	|	1147129
1	|	Dehalococcoides mccartyi 195	|	 	|	243164
1	|	Dehalococcoides mccartyi BAV1	|	 	|	216389
1	|	Dehalococcoides mccartyi BTF08	|	 	|	1193806
1	|	Dehalococcoides mccartyi CBDB1	|	 	|	255470
1	|	Dehalococcoides mccartyi CG1	|	 	|	1432059
1	|	Dehalococcoides mccartyi CG4	|	 	|	1432060
1	|	Dehalococcoides mccartyi CG5	|	 	|	1432061
1	|	Dehalococcoides mccartyi DCMB5	|	 	|	1193807
1	|	Dehalococcoides mccartyi GT	|	 	|	633145
1	|	Dehalococcoides mccartyi GY50	|	 	|	1388758
1	|	Dehalococcoides mccartyi VS	|	 	|	311424
1	|	Dehalogenimonas lykanthroporepellens BL-DC-9	|	 	|	552811
1	|	Deinococcus deserti VCD115	|	 	|	546414
1	|	Deinococcus geothermalis DSM 11300	|	 	|	319795
1	|	Deinococcus gobiensis I-0	|	 	|	745776
1	|	Deinococcus maricopensis DSM 21211	|	 	|	709986
1	|	Deinococcus peraridilitoris DSM 19664	|	 	|	937777
1	|	Deinococcus proteolyticus MRP	|	 	|	693977
1	|	Deinococcus radiodurans R1	|	 	|	243230
3	|	Deinococcus swuensis DY59	|	 	|	 
1	|	Delftia acidovorans SPH-1	|	 	|	398578
1	|	Delftia sp. Cs1-4	|	 	|	742013
1	|	Denitrovibrio acetiphilus DSM 12809	|	 	|	522772
3	|	Dermacoccus nishinomiyaensis M25	|	 	|	 
1	|	Desulfarculus baarsii DSM 2075	|	 	|	644282
1	|	Desulfatibacillum alkenivorans AK-01	|	 	|	439235
1	|	Desulfitobacterium dehalogenans ATCC 51507	|	 	|	756499
1	|	Desulfitobacterium dichloroeliminans LMG P-21439	|	 	|	871963
1	|	Desulfitobacterium hafniense DCB-2	|	 	|	272564
1	|	Desulfitobacterium hafniense Y51	|	 	|	138119
3	|	Desulfitobacterium metallireducens DSM 15288 853-15A	|	 	|	 
1	|	Desulfobacca acetoxidans DSM 11109	|	 	|	880072
1	|	Desulfobacterium autotrophicum HRM2	|	Desulforapulum autotrophicum HRM2	|	177437
1	|	Desulfobacula toluolica Tol2	|	 	|	651182
1	|	Desulfobulbus propionicus DSM 2032	|	 	|	577650
1	|	Desulfocapsa sulfexigens DSM 10523	|	 	|	1167006
1	|	Desulfococcus oleovorans Hxd3	|	 	|	96561
1	|	Desulfohalobium retbaense DSM 5692	|	 	|	485915
1	|	Desulfomicrobium baculatum DSM 4028	|	 	|	525897
1	|	Desulfomonile tiedjei DSM 6799	|	 	|	706587
1	|	Desulfosporosinus acidiphilus SJ4	|	 	|	646529
1	|	Desulfosporosinus meridiei DSM 13257	|	 	|	768704
1	|	Desulfosporosinus orientis DSM 765	|	 	|	768706
1	|	Desulfotalea psychrophila LSv54	|	 	|	177439
2	|	Desulfotomaculum acetoxidans DSM 771	|	Desulfofarcimen acetoxidans DSM 771	|	485916
2	|	Desulfotomaculum carboxydivorans CO-1-SRB	|	Desulfotomaculum nigrificans CO-1-SRB	|	868595
1	|	Desulfotomaculum gibsoniae DSM 7213	|	Desulfoscipio gibsoniae DSM 7213	|	767817
2	|	Desulfotomaculum kuznetsovii DSM 6115	|	Desulfofundulus kuznetsovii DSM 6115	|	760568
1	|	Desulfotomaculum reducens MI-1	|	 	|	349161
1	|	Desulfotomaculum ruminis DSM 2154	|	 	|	696281
2	|	Desulfovibrio aespoeensis Aspo-2	|	Pseudodesulfovibrio aespoeensis Aspo-2	|	643562
1	|	Desulfovibrio africanus str. Walvis Bay	|	Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	|	690850
1	|	Desulfovibrio alaskensis G20	|	 	|	207559
1	|	Desulfovibrio desulfuricans ND132	|	Pseudodesulfovibrio mercurii	|	641491
2	|	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	|	Desulfovibrio desulfuricans ATCC 27774	|	525146
1	|	Desulfovibrio gigas DSM 1382 ATCC 19364	|	Desulfovibrio gigas DSM 1382 = ATCC 19364	|	1121448
1	|	Desulfovibrio hydrothermalis AM13 DSM 14728	|	Maridesulfovibrio hydrothermalis AM13 = DSM 14728	|	1121451
1	|	Desulfovibrio magneticus RS-1	|	 	|	573370
2	|	Desulfovibrio piezophilus C1TLV30	|	Pseudodesulfovibrio piezophilus C1TLV30	|	1322246
1	|	Desulfovibrio salexigens DSM 2638	|	Maridesulfovibrio salexigens DSM 2638	|	526222
1	|	Desulfovibrio vulgaris DP4	|	 	|	391774
1	|	Desulfovibrio vulgaris RCH1	|	 	|	573059
1	|	Desulfovibrio vulgaris str. Hildenborough	|	 	|	882
3	|	Desulfovibrio vulgaris str. Miyazaki F	|	 	|	 
1	|	Desulfurella acetivorans A63	|	 	|	694431
1	|	Desulfurispirillum indicum S5	|	 	|	653733
1	|	Desulfurivibrio alkaliphilus AHT2	|	Desulfurivibrio alkaliphilus AHT 2	|	589865
1	|	Desulfurobacterium thermolithotrophum DSM 11699	|	 	|	868864
2	|	Desulfurococcus fermentans DSM 16532	|	Desulfurococcus amylolyticus DSM 16532	|	768672
2	|	Desulfurococcus kamchatkensis 1221n	|	Desulfurococcus amylolyticus 1221n	|	490899
1	|	Desulfurococcus mucosus DSM 2162	|	 	|	765177
1	|	Dichelobacter nodosus VCS1703A	|	 	|	246195
1	|	Dickeya dadantii 3937	|	 	|	198628
1	|	Dickeya dadantii Ech586	|	Dickeya parazeae Ech586	|	590409
1	|	Dickeya dadantii Ech703	|	Musicola paradisiaca Ech703	|	579405
1	|	Dickeya zeae EC1	|	 	|	1427366
2	|	Dickeya zeae Ech1591	|	Dickeya chrysanthemi Ech1591	|	561229
3	|	Dictyoglomus thermophilum H-6-12 ATCC 35947	|	 	|	 
1	|	Dictyoglomus turgidum DSM 6724	|	 	|	515635
1	|	Dinoroseobacter shibae DFL 12 DSM 16493	|	Dinoroseobacter shibae DFL 12 = DSM 16493	|	398580
1	|	Dipodomys ordii	|	 	|	10020
1	|	Dokdonia sp. 4H-3-7-5	|	 	|	983548
1	|	Dokdonia sp. MED134	|	 	|	313590
3	|	Draconibacterium orientale FH5T	|	 	|	 
1	|	Drechslerella stenobrocha 248	|	 	|	1043628
1	|	Drosophila ananassae	|	 	|	7217
1	|	Drosophila erecta	|	 	|	7220
1	|	Drosophila grimshawi	|	 	|	7222
1	|	Drosophila melanogaster	|	 	|	7227
1	|	Drosophila mojavensis	|	 	|	7230
1	|	Drosophila persimilis	|	 	|	7234
1	|	Drosophila pseudoobscura	|	 	|	7237
1	|	Drosophila sechellia	|	 	|	7238
3	|	Drosophila simulans w501	|	 	|	 
1	|	Drosophila virilis	|	 	|	7244
1	|	Drosophila willistoni	|	 	|	7260
1	|	Drosophila yakuba	|	 	|	7245
1	|	Dyadobacter fermentans DSM 18053	|	 	|	471854
1	|	Dyella japonica A8	|	 	|	1217721
3	|	Dyella jiangningensis SBZ 3-12	|	 	|	 
1	|	Echinicola vietnamensis DSM 17526	|	 	|	926556
1	|	Echinops telfairi	|	 	|	9371
1	|	Edwardsiella ictaluri 93-146	|	 	|	634503
1	|	Edwardsiella piscicida C07-087	|	 	|	1288122
1	|	Edwardsiella tarda 080813	|	Edwardsiella anguillarum ET080813	|	667120
1	|	Edwardsiella tarda EIB202	|	 	|	498217
1	|	Edwardsiella tarda FL6-60	|	 	|	718251
1	|	Eggerthella lenta DSM 2243	|	 	|	479437
1	|	Eggerthella sp. YY7918	|	 	|	502558
1	|	Ehrlichia canis str. Jake	|	 	|	269484
1	|	Ehrlichia chaffeensis str. Arkansas	|	 	|	205920
1	|	Ehrlichia chaffeensis str. Heartland	|	 	|	1249651
1	|	Ehrlichia chaffeensis str. Jax	|	 	|	1249652
1	|	Ehrlichia chaffeensis str. Liberty	|	 	|	1249653
1	|	Ehrlichia chaffeensis str. Osceola	|	 	|	1249654
1	|	Ehrlichia chaffeensis str. Saint Vincent	|	 	|	1249655
1	|	Ehrlichia chaffeensis str. Wakulla	|	 	|	1249656
1	|	Ehrlichia chaffeensis str. West Paces	|	 	|	1249650
1	|	Ehrlichia muris AS145	|	 	|	1423892
1	|	Ehrlichia ruminantium str. Gardel	|	 	|	302409
1	|	Ehrlichia ruminantium str. Welgevonden	|	 	|	254945
1	|	Ehrlichia sp. HF	|	 	|	391036
1	|	Elizabethkingia anophelis NUHP1	|	 	|	1338011
1	|	Elizabethkingia sp. BM10	|	Elizabethkingia miricola	|	172045
1	|	Elusimicrobium minutum Pei191	|	 	|	445932
1	|	Emticicia oligotrophica DSM 17448	|	 	|	929562
1	|	Encephalitozoon cuniculi GB-M1	|	 	|	284813
1	|	Encephalitozoon hellem ATCC 50504	|	 	|	907965
1	|	Encephalitozoon intestinalis ATCC 50506	|	 	|	876142
1	|	Encephalitozoon romaleae SJ-2008	|	 	|	1178016
3	|	Endocarpon pusillum KoLRI No. LF000583	|	 	|	 
1	|	Endocarpon pusillum Z07020	|	 	|	1263415
1	|	Endocronartium harknessii PhW48OC	|	 	|	1300066
1	|	Ensifer adhaerens OV14	|	 	|	1416753
2	|	Enterobacter aerogenes EA1509E	|	Klebsiella aerogenes EA1509E	|	935296
2	|	Enterobacter aerogenes KCTC 2190	|	Klebsiella aerogenes KCTC 2190	|	1028307
1	|	Enterobacter asburiae L1	|	 	|	1421338
1	|	Enterobacter asburiae LF7a	|	 	|	640513
3	|	Enterobacter cloacae 34399	|	 	|	 
3	|	Enterobacter cloacae 34977	|	 	|	 
3	|	Enterobacter cloacae 34983	|	 	|	 
1	|	Enterobacter cloacae ECNIH2	|	 	|	1333850
