taxid	GenomeID	superkingdom	kingdom	phylum	class	order	family	genus	Domain	Group	SubGroup	size_gen	Genes	ntrna_gen	GC	Status	levels	filt
594679	Fran_guan_08HL01032	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Bacteria	Proteobacteria	Gammaproteobacteria	1.66153	1569	39	31.994	Complete Genome	Bacteria	ok
29575	Tayl_equi_ATCC_35865	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Bacteria	Proteobacteria	Betaproteobacteria	1.66629	1535	38	37.5	Complete Genome	Bacteria	ok
29575	Tayl_equi_MCE9	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Bacteria	Proteobacteria	Betaproteobacteria	1.66629	1535	38	37.5	Complete Genome	Bacteria	ok
1236689	Cand_Meth_alvus_Mx1201	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae	Candidatus Methanomethylophilus	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	1.6668	1674	46	55.6	Complete Genome	Archaea	ok
2702	Gard_vagi_409_05	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Bacteria	Terrabacteria group	Actinobacteria	1.67568	1318	45	41.2	Scaffold	Bacteria	ok
2702	Gard_vagi_ATCC_14019	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Bacteria	Terrabacteria group	Actinobacteria	1.67568	1318	45	41.2	Scaffold	Bacteria	ok
2702	Gard_vagi_HMP9231	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Bacteria	Terrabacteria group	Actinobacteria	1.67568	1318	45	41.2	Scaffold	Bacteria	ok
210	Heli_pylo_2017	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_2018	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_83	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_908	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_BM013A	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_BM013B	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_F57	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_G27	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Gambia94_24	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_HPAG1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_HUP_B14	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Hp238	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_J99	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_OK310	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_P12	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_SJM180	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_SNT49_Santal49	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_SouthAfrica20	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki128	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	36	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1CH	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1CL	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1MET	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1_1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1_2	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_26695_1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_35A	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_51	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_52	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Aklavik117	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Aklavik86	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_B38	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_B8	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_BM012A	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_BM012B	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_BM012S	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_ELS37	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_F16	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_F30	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_F32	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_India7	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_J166	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Lithuania75	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_NY40	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_OK113	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_PeCan18	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_PeCan4	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Puno120	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Puno135	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Rif1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Rif2	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Sat464	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Shi169	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Shi417	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Shi470	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_SouthAfrica7	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_UM032	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_UM037	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_UM066	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_UM298	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_UM299	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_XZ274	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki102	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki112	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki154	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki422	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki673	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki828	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_oki898	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_v225d	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	37	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Cuz20	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	38	38.8	Complete Genome	Bacteria	ok
210	Heli_pylo_Shi112	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.6809	1609	38	38.8	Complete Genome	Bacteria	ok
311458	Cand_Cald_subterraneum	Archaea	Kin_TACK group	Thaumarchaeota	Cla_of_unclassified Thaumarchaeota	Ord_of_unclassified Thaumarchaeota	Fam_unclassified Thaumarchaeota	Candidatus Caldiarchaeum	Archaea	TACK group	Thaumarchaeota	1.68094	1790	46	51.6	Complete Genome	Archaea	ok
34105	Stre_moni_DSM_12112	Bacteria	Kin_of_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Bacteria	Fusobacteria	Fusobacteriia	1.68593	1561	39	26.2657	Complete Genome	Bacteria	ok
1229909	Cand_Nitr_AR2	Archaea	Kin_TACK group	Thaumarchaeota	Cla_of_Nitrosopumilales	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Archaea	TACK group	Thaumarchaeota	1.69091	2079	43	33.6	Complete Genome	Archaea	ok
1252	Leuc_carn_JB16	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Bacteria	Terrabacteria group	Firmicutes	1.70133	1726	65	37.3348	Complete Genome	Bacteria	ok
53953	Pyro_hori_OT3	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Archaea	Euryarchaeota	Thermococci	1.72464	1918	46	41.8	Scaffold	Archaea	ok
488546	Camp_pelo_LMG_23910	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.72525	1703	47	28.5441	Complete Genome	Bacteria	ok
1255	Pedi_pent_SL4	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Bacteria	Terrabacteria group	Firmicutes	1.75192	1727	51	37.3942	Complete Genome	Bacteria	ok
1255	Pedi_pent_ATCC_25745	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Bacteria	Terrabacteria group	Firmicutes	1.75192	1727	55	37.3942	Complete Genome	Bacteria	ok
1687	Bifi_cory_LMG18911	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bacteria	Terrabacteria group	Actinobacteria	1.75515	1429	46	60.5	Complete Genome	Bacteria	ok
657445	Fran_noat_orientalis_Toba_04	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Bacteria	Proteobacteria	Gammaproteobacteria	1.75635	1769	36	32.4	Scaffold	Bacteria	ok
657445	Fran_noat_orientalis_LADL_07_285A	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Bacteria	Proteobacteria	Gammaproteobacteria	1.75635	1769	40	32.4	Scaffold	Bacteria	ok
197	Camp_jeju_jejuni_00_2425	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	41	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_81_176_1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	41	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_PT14	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	42	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_32488	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_4031	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_RM1221	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_doylei_269_97	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_00_0949	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_00_1597	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_00_2426	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
197	Camp_jeju_jejuni_00_2538	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.76644	1804	45	30.2	Complete Genome	Bacteria	ok
